,Lexical item,Level,Topic 1,Subtopic 1,Lemma,Count,Total,Frequency,TFIDF,Tree,Context words,Context count per word,Context count,Context total,Context frequency,Context TFIDF,Context Tree
491,Cabina telefónica,A1-A2,Información y medios de comunicación,Teléfono,"[['cabina', 'telefónico']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
492,Cable,B2,Vivienda,La vivienda,[['cable']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
493,Cacahuete,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['cacahuete']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
494,Cadena,A1-A2,Vivienda,Cuarto de baño,[['cadena']],1,35991,2.778472395876747e-05,4.286584970729176e-05,"(8, 8, 8.0, 4, 4, 4.0)","{'de', 'este', 'que', 'arreglar', 'reloj', 'el'}","[914, 132, 389, 3, 8, 1407]",475.5,35991,0.013211636242393932,0.0066394592020211154,"(2.8333333333333335, 16.166666666666668, 5.806798523433144, 1.3333333333333333, 7.833333333333333, 3.4427701386668628)"
495,Caducado ,B2,Alimentación,Alimentación nutritiva,[['caducado']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
496,Caer bien,B1,Individuo y relaciones personales,Relaciones personales,"[['caer', 'bien']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
497,Caer bien a,B1,Individuo y relaciones personales,Relaciones personales,"[['caer', 'bien', 'a']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
498,Caer mal,B1,Individuo y relaciones personales,Relaciones personales,"[['caer', 'mal']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
499,Caer mal a,B1,Individuo y relaciones personales,Relaciones personales,"[['caer', 'mal', 'a']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
500,Café,A1-A2,Alimentación,Alimentos,[['café']],29,35991,0.0008057569948042566,0.0008129137745912262,"(4, 16, 7.275862068965517, 1, 7, 3.5517241379310347)","{'verano', 'en', 'luego', 'bar', 'dos', 'poder', 'haber', 'favor', 'traer', 'yo', 'gijón', 'laura', 'caliente', 'gritar', 'día', 'doble', 'ahora', 'rápido', 'coger', 'con', 'mano', 'su', 'otro', 'de', 'poner', 'abierto', 'pagar', 'paquete', 'todo', 'fuentes', 'hielo', 'despertar', 'él', 'beber', 'por', '...', 'pedir', 'servir', 'mucho', 'después', 'estar', 'leche', 'ir', 'tomar', 'uno', 'hacer', 'altura', 'y', 'junto', 'para', 'ópera', 'puerta', 'molido', 'invitar', 'verónica', 'mi', 'a', 'primero', 'decir', 'taza', 'el'}","[8, 539, 24, 46, 73, 120, 331, 30, 11, 343, 1, 98, 7, 12, 86, 6, 85, 14, 49, 192, 37, 173, 97, 914, 42, 12, 8, 11, 125, 8, 1, 9, 784, 10, 201, 228, 7, 4, 295, 45, 389, 2, 257, 39, 684, 110, 1, 767, 6, 116, 2, 46, 1, 3, 13, 69, 669, 40, 266, 4, 1407]",163.55737704918033,35991,0.004544396572731525,0.003619513210774948,"(2.901639344262295, 14.442622950819672, 6.116092419268499, 1.6065573770491803, 7.147540983606557, 3.429780429526006)"
501,Café,A1-A2,Alimentación,En el restaurante,[['café']],29,35991,0.0008057569948042566,0.0008129137745912262,"(4, 16, 7.275862068965517, 1, 7, 3.5517241379310347)","{'verano', 'en', 'luego', 'bar', 'dos', 'poder', 'haber', 'favor', 'traer', 'yo', 'gijón', 'laura', 'caliente', 'gritar', 'día', 'doble', 'ahora', 'rápido', 'coger', 'con', 'mano', 'su', 'otro', 'de', 'poner', 'abierto', 'pagar', 'paquete', 'todo', 'fuentes', 'hielo', 'despertar', 'él', 'beber', 'por', '...', 'pedir', 'servir', 'mucho', 'después', 'estar', 'leche', 'ir', 'tomar', 'uno', 'hacer', 'altura', 'y', 'junto', 'para', 'ópera', 'puerta', 'molido', 'invitar', 'verónica', 'mi', 'a', 'primero', 'decir', 'taza', 'el'}","[8, 539, 24, 46, 73, 120, 331, 30, 11, 343, 1, 98, 7, 12, 86, 6, 85, 14, 49, 192, 37, 173, 97, 914, 42, 12, 8, 11, 125, 8, 1, 9, 784, 10, 201, 228, 7, 4, 295, 45, 389, 2, 257, 39, 684, 110, 1, 767, 6, 116, 2, 46, 1, 3, 13, 69, 669, 40, 266, 4, 1407]",163.55737704918033,35991,0.004544396572731525,0.003619513210774948,"(2.901639344262295, 14.442622950819672, 6.116092419268499, 1.6065573770491803, 7.147540983606557, 3.429780429526006)"
502,Café,A1-A2,Alimentación,Utensilios de cocina y de mesa,[['café']],29,35991,0.0008057569948042566,0.0008129137745912262,"(4, 16, 7.275862068965517, 1, 7, 3.5517241379310347)","{'verano', 'en', 'luego', 'bar', 'dos', 'poder', 'haber', 'favor', 'traer', 'yo', 'gijón', 'laura', 'caliente', 'gritar', 'día', 'doble', 'ahora', 'rápido', 'coger', 'con', 'mano', 'su', 'otro', 'de', 'poner', 'abierto', 'pagar', 'paquete', 'todo', 'fuentes', 'hielo', 'despertar', 'él', 'beber', 'por', '...', 'pedir', 'servir', 'mucho', 'después', 'estar', 'leche', 'ir', 'tomar', 'uno', 'hacer', 'altura', 'y', 'junto', 'para', 'ópera', 'puerta', 'molido', 'invitar', 'verónica', 'mi', 'a', 'primero', 'decir', 'taza', 'el'}","[8, 539, 24, 46, 73, 120, 331, 30, 11, 343, 1, 98, 7, 12, 86, 6, 85, 14, 49, 192, 37, 173, 97, 914, 42, 12, 8, 11, 125, 8, 1, 9, 784, 10, 201, 228, 7, 4, 295, 45, 389, 2, 257, 39, 684, 110, 1, 767, 6, 116, 2, 46, 1, 3, 13, 69, 669, 40, 266, 4, 1407]",163.55737704918033,35991,0.004544396572731525,0.003619513210774948,"(2.901639344262295, 14.442622950819672, 6.116092419268499, 1.6065573770491803, 7.147540983606557, 3.429780429526006)"
503,Café ,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['café']],29,35991,0.0008057569948042566,0.0008129137745912262,"(4, 16, 7.275862068965517, 1, 7, 3.5517241379310347)","{'verano', 'en', 'luego', 'bar', 'dos', 'poder', 'haber', 'favor', 'traer', 'yo', 'gijón', 'laura', 'caliente', 'gritar', 'día', 'doble', 'ahora', 'rápido', 'coger', 'con', 'mano', 'su', 'otro', 'de', 'poner', 'abierto', 'pagar', 'paquete', 'todo', 'fuentes', 'hielo', 'despertar', 'él', 'beber', 'por', '...', 'pedir', 'servir', 'mucho', 'después', 'estar', 'leche', 'ir', 'tomar', 'uno', 'hacer', 'altura', 'y', 'junto', 'para', 'ópera', 'puerta', 'molido', 'invitar', 'verónica', 'mi', 'a', 'primero', 'decir', 'taza', 'el'}","[8, 539, 24, 46, 73, 120, 331, 30, 11, 343, 1, 98, 7, 12, 86, 6, 85, 14, 49, 192, 37, 173, 97, 914, 42, 12, 8, 11, 125, 8, 1, 9, 784, 10, 201, 228, 7, 4, 295, 45, 389, 2, 257, 39, 684, 110, 1, 767, 6, 116, 2, 46, 1, 3, 13, 69, 669, 40, 266, 4, 1407]",163.55737704918033,35991,0.004544396572731525,0.003619513210774948,"(2.901639344262295, 14.442622950819672, 6.116092419268499, 1.6065573770491803, 7.147540983606557, 3.429780429526006)"
504,Café con leche,A1-A2,Alimentación,En el restaurante,"[['café', 'con', 'leche']]",1,35991,2.778472395876747e-05,2.111613877573402e-05,"(7, 7, 7.0, 5, 5, 5.0)","{'su', 'de', 'taza', 'y', 'el', 'tostada'}","[173, 914, 4, 767, 1407, 1]",544.3333333333334,35991,0.015124151408222425,0.007275623392757944,"(3.6666666666666665, 17, 6.855331570831123, 2, 8.5, 3.9587035342929493)"
505,Café solo,A1-A2,Alimentación,En el restaurante,"[['café', 'solo']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
506,Cafetera,A1-A2,Alimentación,Utensilios de cocina y de mesa,[['cafetera']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
507,Cafetera,B1,Labores domésticas,Labores domésticas,[['cafetera']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
508,Cafetería,A1-A2,Ciudad,Ciudad,[['cafetería']],2,35991,5.556944791753494e-05,2.8670520870215627e-05,"(9, 16, 12.5, 6, 7, 6.5)","{'nebraska', 'en', 'esquina', 'calle', 'de', 'terraza', 'uno', 'el'}","[1, 539, 9, 74, 914, 4, 684, 1407]",454.0,35991,0.012614264677280431,0.006566741084946975,"(3.375, 17.625, 6.664363803729193, 2.125, 8.625, 4.058958316493489)"
509,Cajero,A1-A2,Trabajo,Profesiones,[['cajero']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
510,Cajero automático,A1-A2,Ciudad,Ciudad,"[['cajero', 'automático']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
511,Cajero automático,B1,Economía,Economía,"[['cajero', 'automático']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
512,Cajón,A1-A2,Trabajo,En la oficina,[['cajón']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
513,Cajón,A1-A2,Vivienda,Dormitorio,[['cajón']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
514,Calabacín ,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['calabacín']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
515,Calcetín,A1-A2,Compras y tiendas,Ropa,[['calcetín']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
516,Calcio,B2,Alimentación,Alimentación nutritiva,[['calcio']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
517,Calcular,B2,Ciencia y tecnología,Ciencia y tecnología,[['calcular']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
518,Cálculo,B2,Ciencia y tecnología,Ciencia y tecnología,[['cálculo']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
519,Calefacción,A1-A2,Vivienda,Casa,[['calefacción']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
520,Calefacción,B1,Vivienda,Vivienda,[['calefacción']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
521,Calendario,A1-A2,Trabajo,En la oficina,[['calendario']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
522,Calentamiento,B1,Medioambiente,Desastres naturales,[['calentamiento']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
523,Calentamiento global,B1,Medioambiente,Problemas medioambientales,"[['calentamiento', 'global']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
524,Calentamiento global,B2,Medioambiente,Problemas medioambientales,"[['calentamiento', 'global']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
525,Calentar,A1-A2,Vivienda,Cocina,[['calentar']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
526,Calentar ,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['calentar']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
527,Caliente ,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['caliente']],7,35991,0.0001944930677113723,0.00042138732788319044,"(3, 7, 4.857142857142857, 1, 5, 3.4285714285714284)","{'todavía', 'dos', 'cerca', 'favor', 'café', 'demasiado', 'él', 'por', 'pero', 'mucho', 'estar', 'agua', 'blanco', 'chocolate', 'tener', 'hacer', 'y', 'encontrar', 'córdoba', 'este', 'a', 'pincho', 'el'}","[19, 73, 28, 30, 29, 22, 784, 201, 196, 295, 389, 10, 11, 10, 270, 110, 767, 41, 4, 132, 669, 3, 1407]",239.1304347826087,35991,0.006644173120574829,0.004962074558397623,"(2.608695652173913, 15.521739130434783, 6.133409783758572, 1.565217391304348, 7.956521739130435, 3.5387755995264727)"
528,Calle ,A1-A2,Ciudad,Ciudad,[['calle']],74,35991,0.002056069572948793,0.0025616831407072817,"(2, 14, 5.824324324324325, 1, 9, 3.554054054054054)","{'interesante', 'sal', 'tarde', 'velázquez', 'casa', 'dos', 'número', 'tanto', 'cruzar', 'portaferrisa', 'romper', 'ahora', 'rápidamente', 'otro', 'su', 'de', 'tesoro', 'seguir', 'abierto', 'gente', 'izquierda', 'monumento', 'él', 'oscuro', 'no', 'postas', 'uno', 'piedra', 'mirar', 'pasar', 'enfrente', 'mismo', 'más', 'este', 'tranquilo', 'palla', 'en', 'entrar', 'inconsciente', 'bonito', 'haber', 'silencio', 'piso', '49', 'viejos', 'rápido', 'santa', 'ese', 'accidente', 'correr', 'que', 'comercio', 'baños', '...', 'mucho', 'además', 'lleno', 'salir', '41', 'hasta', 'pintado', 'pequeño', 'a', 'salamanca', 'alcalá', 'ver', 'claro', 'estrecho', 'ibiza', 'espalter', 'notar', 'ropa', 'madrid', 'estar', 'final', '14', 'banys', 'también', 'nous', 'vecino', 'qué', 'para', 'principal', 'cafetería', 'llegar', '7', 'dar', 'primero', 'almagro', 'el', 'ciudad', 'día', 'derecha', 'contento', 'noche', 'sí', 'jardín', 'con', 'coger', 'ayuntamiento', 'chica', 'por', 'pero', 'velocidad', 'santander', 'lucía', 'hombre', 'despacho', 'huertas', 'tener', 'y', 'subir', 'hacia', 'ser', '17', 'puerta', 'toledo', 'abajo', 'parecer', 'gris'}","[15, 1, 36, 9, 54, 73, 22, 31, 5, 3, 3, 85, 5, 97, 173, 914, 9, 29, 12, 39, 8, 3, 784, 14, 506, 1, 684, 7, 113, 73, 3, 30, 106, 132, 21, 2, 539, 57, 4, 29, 331, 6, 14, 1, 1, 14, 1, 143, 15, 19, 389, 1, 1, 228, 295, 20, 8, 63, 1, 31, 3, 39, 669, 2, 9, 112, 34, 5, 1, 2, 3, 6, 23, 389, 12, 2, 4, 60, 4, 1, 180, 116, 2, 2, 53, 5, 40, 40, 1, 1407, 33, 86, 15, 13, 32, 131, 6, 192, 49, 2, 31, 201, 196, 2, 6, 1, 86, 19, 1, 270, 767, 18, 26, 552, 6, 46, 14, 6, 71, 8]",103.54166666666667,35991,0.0028768766265640485,0.002620665412655198,"(3.1333333333333333, 12.7, 5.988345966964013, 1.8166666666666667, 6.533333333333333, 3.485396024243265)"
529,Callejero,B1,"Viajes, alojamiento y transporte","Viajes, alojamiento y transporte",[['callejero']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
530,Calmante,B1,Salud y cuidados personales,En el hospital,[['calmante']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
531,Calmante,B2,Salud y cuidados personales,Salud y enfermedad,[['calmante']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
532,Calor,A1-A2,Geografía y naturaleza,Fenómenos atmosféricos,[['calor']],15,35991,0.00041677085938151203,0.0016918905776607243,"(1, 13, 5.466666666666667, 1, 7, 3.2)","{'verano', 'en', 'todavía', 'aquí', 'tanto', 'yo', 'apetecer', 'con', 'mano', 'su', 'de', 'demasiado', 'pronto', '…', 'muchísimo', 'él', '...', 'pero', 'mucho', 'madrid', 'no', 'siempre', 'hacer', 'tener', 'quitar', 'y', 'como', 'agosto', 'córdoba', 'llave…', 'este', 'tampoco', 'el'}","[8, 539, 19, 73, 31, 343, 3, 192, 37, 173, 914, 22, 7, 23, 6, 784, 228, 196, 295, 23, 506, 39, 110, 270, 4, 767, 35, 8, 4, 1, 132, 22, 1407]",218.8181818181818,35991,0.006079802778977573,0.004721347803254788,"(2.6666666666666665, 15.333333333333334, 5.95549869512008, 1.5454545454545454, 7.787878787878788, 3.4152256745873055)"
533,Caloría,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['caloría']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
534,Calorías vacías ,B2,Alimentación,Alimentación nutritiva,"[['caloría', 'vacío']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
535,Calvo,A1-A2,Individuo y relaciones personales,Descripción física,[['calvo']],14,35991,0.0003889861354227446,0.0004499842246454703,"(3, 11, 5.571428571428571, 2, 5, 3.2857142857142856)","{'tarde', 'en', 'poder', 'policía', 'sorprendente', 'levantar', 'con', 'coger', 'entender', 'su', 'de', 'que', 'rato', 'poco', 'cincuentón', 'él', 'julián', 'pero', 'señor', 'gordito', 'ir', 'uno', 'agenda', 'bajito', 'esperar', 'y', 'lápiz', 'ser', 'llevar', 'inspector', 'a', 'decir', 'el'}","[36, 539, 120, 48, 1, 13, 192, 49, 23, 173, 914, 389, 9, 61, 1, 784, 4, 196, 37, 3, 257, 684, 2, 9, 43, 767, 1, 552, 47, 36, 669, 266, 1407]",252.4848484848485,35991,0.007015221818922744,0.0049219362820940825,"(2.787878787878788, 15.303030303030303, 6.011443037257013, 1.4848484848484849, 7.242424242424242, 3.297676968485304)"
536,Calzar ,B1,Compras y tiendas,"Ropa, calzado y complementos",[['calzar']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
537,Calzoncillos,A1-A2,Compras y tiendas,Ropa,[['calzoncillos']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
538,Cama,A1-A2,Vivienda,Dormitorio,[['cama']],12,35991,0.0003334166875052096,0.0005342805213112316,"(3, 7, 5.083333333333333, 2, 5, 3.3333333333333335)","{'tarde', 'en', 'empezar', 'sobre', 'haber', 'yo', 'encima', 'central', 'levantar', 'con', 'cuando', 'de', 'poner', 'abierto', 'él', 'lado', 'debajo', 'ir', 'enfermo', 'uno', 'y', 'dudar', 'mi', 'a', 'pasillo', 'periódico', 'el', 'hombre'}","[36, 539, 62, 18, 331, 343, 14, 1, 13, 192, 42, 914, 42, 12, 784, 33, 4, 257, 6, 684, 767, 1, 69, 669, 14, 30, 1407, 86]",263.2142857142857,35991,0.00731333627057558,0.004838557237624847,"(2.5714285714285716, 15.464285714285714, 5.9209704820294675, 1.6428571428571428, 7.857142857142857, 3.5211069984757875)"
539,Cama de matrimonio,A1-A2,"Viajes, transportes y alojamiento",En el hotel,"[['cama', 'de', 'matrimonio']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
540,Cama individual,A1-A2,"Viajes, transportes y alojamiento",En el hotel,"[['cama', 'individual']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
541,Cámara,B1,Geografía y naturaleza,Safari fotográfico,[['cámara']],1,35991,2.778472395876747e-05,2.3078763418312576e-05,"(9, 9, 9.0, 5, 5, 5.0)","{'preparar', 'estar', 'antonio', 'su', 'fotográfico'}","[4, 389, 58, 173, 1]",125.0,35991,0.0034730904948459336,0.0037816683938271417,"(3.8, 13.4, 6.375128649993621, 2, 7.8, 3.6354219817146127)"
542,Cámara,B2,Artes,Cine y fotografía,[['cámara']],1,35991,2.778472395876747e-05,2.3078763418312576e-05,"(9, 9, 9.0, 5, 5, 5.0)","{'preparar', 'estar', 'antonio', 'su', 'fotográfico'}","[4, 389, 58, 173, 1]",125.0,35991,0.0034730904948459336,0.0037816683938271417,"(3.8, 13.4, 6.375128649993621, 2, 7.8, 3.6354219817146127)"
543,Camarero,A1-A2,Alimentación,En el restaurante,[['camarero']],24,35991,0.0006668333750104192,0.0007482775400368826,"(2, 11, 5.75, 2, 6, 3.2916666666666665)","{'antes', 'responder', 'escoba', 'empezar', 'yo', 'traer', 'alegremente', 'periódico', 'mesa', 'laura', 'gritar', 'preguntar', 'con', 'coger', 'su', 'de', 'detrás', 'él', 'sin', 'dejar', 'pero', 'volver', 'desde', 'estación', 'cerveza', 'ir', 'uno', 'salir', 'mirar', 'esperar', 'hacia', 'señalar', 'llegar', 'llamar', 'quién', 'llevar', 'paco', 'acerca', 'indicar', 'a', 'limpiar', 'decir', 'mientras', 'andrés', 'el', 'pregunta'}","[23, 7, 3, 62, 343, 11, 1, 30, 32, 98, 12, 86, 192, 49, 173, 914, 16, 784, 45, 29, 196, 38, 25, 6, 5, 257, 684, 63, 113, 43, 26, 4, 53, 55, 44, 47, 29, 4, 3, 669, 2, 266, 12, 20, 1407, 11]",152.0,35991,0.004223278041732655,0.0032582883508231898,"(2.6956521739130435, 14.804347826086957, 5.927250982541853, 1.673913043478261, 7.086956521739131, 3.4982890766237715)"
544,Camarero,A1-A2,Trabajo,Profesiones,[['camarero']],24,35991,0.0006668333750104192,0.0007482775400368826,"(2, 11, 5.75, 2, 6, 3.2916666666666665)","{'antes', 'responder', 'escoba', 'empezar', 'yo', 'traer', 'alegremente', 'periódico', 'mesa', 'laura', 'gritar', 'preguntar', 'con', 'coger', 'su', 'de', 'detrás', 'él', 'sin', 'dejar', 'pero', 'volver', 'desde', 'estación', 'cerveza', 'ir', 'uno', 'salir', 'mirar', 'esperar', 'hacia', 'señalar', 'llegar', 'llamar', 'quién', 'llevar', 'paco', 'acerca', 'indicar', 'a', 'limpiar', 'decir', 'mientras', 'andrés', 'el', 'pregunta'}","[23, 7, 3, 62, 343, 11, 1, 30, 32, 98, 12, 86, 192, 49, 173, 914, 16, 784, 45, 29, 196, 38, 25, 6, 5, 257, 684, 63, 113, 43, 26, 4, 53, 55, 44, 47, 29, 4, 3, 669, 2, 266, 12, 20, 1407, 11]",152.0,35991,0.004223278041732655,0.0032582883508231898,"(2.6956521739130435, 14.804347826086957, 5.927250982541853, 1.673913043478261, 7.086956521739131, 3.4982890766237715)"
545,Cambiar,B1,Compras y tiendas,De compras,[['cambiar']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
546,Cambiar,B2,Compras y tiendas,De compras,[['cambiar']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
547,Cambiar de cadena,B1,Ocio,Tiempo libre y entretenimiento,"[['cambiar', 'de', 'cadena']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
548,Cambiar de canal,B1,Ocio,Tiempo libre y entretenimiento,"[['cambiar', 'de', 'canal']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
549,Cambiar de chaqueta,B2,Compras y tiendas,De compras,"[['cambiar', 'de', 'chaqueta']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
550,Cambiar las sábanas,A1-A2,Vivienda,Dormitorio,"[['cambiar', 'el', 'sábana']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
551,Cambio ,B1,Economía,Economía,[['cambio']],2,35991,5.556944791753494e-05,0.00016557984282036985,"(3, 10, 6.5, 2, 5, 3.5)","{'él', 'en', 'ser', 'para', 'no', 'tabaco', 'y'}","[784, 539, 552, 116, 506, 3, 767]",466.7142857142857,35991,0.01296752759618476,0.009446113263461954,"(2.142857142857143, 18.857142857142858, 5.951718436724799, 1.1428571428571428, 9.285714285714286, 3.3769241893169704)"
552,Cambio climático,B1,Medioambiente,Problemas medioambientales,"[['cambio', 'climático']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
553,Cambio de imagen,B2,Salud y cuidados personales,Higiene y belleza,"[['cambio', 'de', 'imagen']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
554,Cambio de sentido,B2,"Viajes, alojamiento y transportes",Viajes y transportes,"[['cambio', 'de', 'sentido']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
555,Camilla,A1-A2,Salud e higiene,En el centro de salud,[['camilla']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
556,Caminar,A1-A2,Ocio,Deportes,[['caminar']],11,35991,0.0003056319635464422,0.0003700697438805249,"(2, 7, 4.090909090909091, 1, 6, 3.8181818181818183)","{'tocar', 'alberto', 'bar', 'empezar', 'serio', 'policía', 'hablar', 'de', 'que', 'por', 'despacio', 'lentamente', 'rueda', 'bajar', 'ir', 'tomar', 'pared', 'continuar', 'uno', 'tener', 'y', 'hasta', 'para', 'llegar', 'más', 'a', 'pasillo', 'deprisa', 'el'}","[6, 41, 46, 62, 10, 48, 76, 914, 389, 201, 13, 2, 7, 11, 257, 39, 13, 10, 684, 270, 767, 31, 116, 53, 106, 669, 14, 6, 1407]",216.13793103448276,35991,0.006005332750812224,0.004157849342558443,"(2.1724137931034484, 15.551724137931034, 5.5207788275243725, 1.4137931034482758, 7.379310344827586, 3.464298276585946)"
